PRM,EC,CLASS,PRC,PRDB,PROH,SPECIE,PRERR,PRI:240116_PS_FTMSMS-_1.mzXML,PRI:240116_PS_FTMSMS-_2.mzXML,PRI:240116_PS_FTMSMS-_3.mzXML,PRI:240116_PS_FTMSMS-_4.mzXML,FA1M,FA1C,FA1DB,FA1ERR,FA1I:240116_PS_FTMSMS-_1.mzXML,FA1I:240116_PS_FTMSMS-_2.mzXML,FA1I:240116_PS_FTMSMS-_3.mzXML,FA1I:240116_PS_FTMSMS-_4.mzXML,FA2M,FA2C,FA2DB,FA2ERR,FA2I:240116_PS_FTMSMS-_1.mzXML,FA2I:240116_PS_FTMSMS-_2.mzXML,FA2I:240116_PS_FTMSMS-_3.mzXML,FA2I:240116_PS_FTMSMS-_4.mzXML,FACO2M,FACO2I:240116_PS_FTMSMS-_1.mzXML,FACO2I:240116_PS_FTMSMS-_2.mzXML,FACO2I:240116_PS_FTMSMS-_3.mzXML,FACO2I:240116_PS_FTMSMS-_4.mzXML,FACO1M,FACO1I:240116_PS_FTMSMS-_1.mzXML,FACO1I:240116_PS_FTMSMS-_2.mzXML,FACO1I:240116_PS_FTMSMS-_3.mzXML,FACO1I:240116_PS_FTMSMS-_4.mzXML
#NCE,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
###,PSFAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
782.4981231689453,C42 H73 O10 N1 P1 ,PS,36.0,4.0,0.0,PS 36:4:0,0.47,103148.7,102208.6,150964.7,184123.4,253.21739196777344,16.0,1.0,0.34,3281.2,3559.2,5155.1,4725.7,305.24890899658203,20.0,3.0,0.99,419.0,429.4,527.5,620.6,, None, None, None, None,,,,,
784.5147552490234,C42 H75 O10 N1 P1 ,PS,36.0,3.0,0.0,PS 36:3:0,1.72,127841.6,152381.5,192074.1,199278.3,307.2644805908203,20.0,2.0,0.73,660.5,796.8,973.8,878.0,253.2173767089844,16.0,1.0,0.28,403.1,303.2,687.0,814.3,, None, None, None, None,,,,,
784.5147552490234,C42 H75 O10 N1 P1 ,PS,36.0,3.0,0.0,PS 36:3:0,1.72,127841.6,152381.5,192074.1,199278.3,305.24877166748047,20.0,3.0,0.55,4104.3,4463.4,5524.5,5330.8,255.2330665588379,16.0,0.0,0.44,8934.1,9794.2,12618.5,12824.1,, None, None, None, None,,,,,
784.5147552490234,C42 H75 O10 N1 P1 ,PS,36.0,3.0,0.0,PS 36:3:0,1.72,127841.6,152381.5,192074.1,199278.3,283.2644271850586,18.0,0.0,0.61,8730.8,9172.1,10954.9,11395.3,277.2174453735352,18.0,3.0,0.51,2160.1,2252.2,2487.1,3013.5,, None, None, None, None,,,,,
784.5147552490234,C42 H75 O10 N1 P1 ,PS,36.0,3.0,0.0,PS 36:3:0,1.72,127841.6,152381.5,192074.1,199278.3,281.248779296875,18.0,1.0,0.62,54567.9,58143.0,75532.1,78356.2,279.2331237792969,18.0,2.0,0.6,47538.6,50315.3,65093.9,65697.9,, None, None, None, None,,,,,
784.5147552490234,C42 H75 O10 N1 P1 ,PS,36.0,3.0,0.0,PS 36:3:0,1.72,127841.6,152381.5,192074.1,199278.3,279.2331237792969,18.0,2.0,0.6,47538.6,50315.3,65093.9,65697.9,281.248779296875,18.0,1.0,0.62,54567.9,58143.0,75532.1,78356.2,, None, None, None, None,,,,,
784.5147552490234,C42 H75 O10 N1 P1 ,PS,36.0,3.0,0.0,PS 36:3:0,1.72,127841.6,152381.5,192074.1,199278.3,277.2174453735352,18.0,3.0,0.51,2160.1,2252.2,2487.1,3013.5,283.2644271850586,18.0,0.0,0.61,8730.8,9172.1,10954.9,11395.3,, None, None, None, None,,,,,
784.5147552490234,C42 H75 O10 N1 P1 ,PS,36.0,3.0,0.0,PS 36:3:0,1.72,127841.6,152381.5,192074.1,199278.3,255.2330665588379,16.0,0.0,0.44,8934.1,9794.2,12618.5,12824.1,305.24877166748047,20.0,3.0,0.55,4104.3,4463.4,5524.5,5330.8,, None, None, None, None,,,,,
784.5147552490234,C42 H75 O10 N1 P1 ,PS,36.0,3.0,0.0,PS 36:3:0,1.72,127841.6,152381.5,192074.1,199278.3,253.2173767089844,16.0,1.0,0.28,403.1,303.2,687.0,814.3,307.2644805908203,20.0,2.0,0.73,660.5,796.8,973.8,878.0,, None, None, None, None,,,,,
786.5304107666016,C42 H77 O10 N1 P1 ,PS,36.0,2.0,0.0,PS 36:2:0,1.72,7359223.8,7916884.7,10130513.8,11235914.0,283.2644348144531,18.0,0.0,0.63,263459.3,292232.4,392764.8,374106.0,279.2331237792969,18.0,2.0,0.6,127014.2,104528.1,146494.6,160862.2,, None, None, None, None,,,,,
786.5304107666016,C42 H77 O10 N1 P1 ,PS,36.0,2.0,0.0,PS 36:2:0,1.72,7359223.8,7916884.7,10130513.8,11235914.0,281.24877166748047,18.0,1.0,0.59,4718653.8,4739077.3,6131592.0,6379702.5,281.24877166748047,18.0,1.0,0.59,4718653.8,4739077.3,6131592.0,6379702.5,, None, None, None, None,,,,,
786.5304107666016,C42 H77 O10 N1 P1 ,PS,36.0,2.0,0.0,PS 36:2:0,1.72,7359223.8,7916884.7,10130513.8,11235914.0,279.2331237792969,18.0,2.0,0.6,127014.2,104528.1,146494.6,160862.2,283.2644348144531,18.0,0.0,0.63,263459.3,292232.4,392764.8,374106.0,, None, None, None, None,,,,,
788.5456390380859,C42 H79 O10 N1 P1 ,PS,36.0,1.0,0.0,PS 36:1:0,1.18,54686318.8,58554321.7,75600202.9,83308639.3,283.2644500732422,18.0,0.0,0.69,25419740.9,28300869.3,35904355.6,36388344.7,281.24879455566406,18.0,1.0,0.67,11423674.8,12909866.8,15941441.7,17069541.7,, None, None, None, None,,,,,
788.5456390380859,C42 H79 O10 N1 P1 ,PS,36.0,1.0,0.0,PS 36:1:0,1.18,54686318.8,58554321.7,75600202.9,83308639.3,281.24879455566406,18.0,1.0,0.67,11423674.8,12909866.8,15941441.7,17069541.7,283.2644500732422,18.0,0.0,0.69,25419740.9,28300869.3,35904355.6,36388344.7,, None, None, None, None,,,,,
796.5130157470703,C43 H75 O10 N1 P1 ,PS,37.0,4.0,0.0,PS 37:4:0,-0.49,34987.9,31711.8,43926.3,53590.0,305.2488250732422,20.0,3.0,0.72,0.0,340.1,0.0,346.3,267.2332077026367,17.0,1.0,0.94,1416.9,1491.0,2397.1,2065.6,, None, None, None, None,,,,,
796.5130157470703,C43 H75 O10 N1 P1 ,PS,37.0,4.0,0.0,PS 37:4:0,-0.49,34987.9,31711.8,43926.3,53590.0,303.23311614990234,20.0,4.0,0.53,2807.2,3452.9,4424.8,4745.5,269.2488708496094,17.0,0.0,0.99,15428.1,15144.4,21097.4,20665.3,, None, None, None, None,,,,,
796.5130157470703,C43 H75 O10 N1 P1 ,PS,37.0,4.0,0.0,PS 37:4:0,-0.49,34987.9,31711.8,43926.3,53590.0,269.2488708496094,17.0,0.0,0.99,15428.1,15144.4,21097.4,20665.3,303.23311614990234,20.0,4.0,0.53,2807.2,3452.9,4424.8,4745.5,, None, None, None, None,,,,,
796.5130157470703,C43 H75 O10 N1 P1 ,PS,37.0,4.0,0.0,PS 37:4:0,-0.49,34987.9,31711.8,43926.3,53590.0,267.2332077026367,17.0,1.0,0.94,1416.9,1491.0,2397.1,2065.6,305.2488250732422,20.0,3.0,0.72,0.0,340.1,0.0,346.3,, None, None, None, None,,,,,
798.5299072265625,C43 H77 O10 N1 P1 ,PS,37.0,3.0,0.0,PS 37:3:0,1.06,0.0,0.0,19625.6,23300.3,307.2645034790039,20.0,2.0,0.81,418.6,524.8,690.6,497.2,267.23316955566406,17.0,1.0,0.8,175.6,298.1,0.0,0.0,, None, None, None, None,,,,,
798.5299072265625,C43 H77 O10 N1 P1 ,PS,37.0,3.0,0.0,PS 37:3:0,1.06,0.0,0.0,19625.6,23300.3,305.2487487792969,20.0,3.0,0.47,1340.4,1669.4,2453.8,2169.5,269.24886322021484,17.0,0.0,0.96,3819.4,4050.0,4957.4,5839.4,, None, None, None, None,,,,,
798.5299072265625,C43 H77 O10 N1 P1 ,PS,37.0,3.0,0.0,PS 37:3:0,1.06,0.0,0.0,19625.6,23300.3,295.26438903808594,19.0,1.0,0.45,372.9,452.0,495.3,507.5,279.2331848144531,18.0,2.0,0.82,485.6,617.1,541.5,669.9,, None, None, None, None,,,,,
798.5299072265625,C43 H77 O10 N1 P1 ,PS,37.0,3.0,0.0,PS 37:3:0,1.06,0.0,0.0,19625.6,23300.3,293.2489471435547,19.0,2.0,1.17,2999.7,3099.4,4166.1,4074.8,281.2487869262696,18.0,1.0,0.65,12325.7,11368.9,18322.0,19055.8,, None, None, None, None,,,,,
798.5299072265625,C43 H77 O10 N1 P1 ,PS,37.0,3.0,0.0,PS 37:3:0,1.06,0.0,0.0,19625.6,23300.3,291.2332534790039,19.0,3.0,1.02,1385.3,1297.5,1717.3,1653.0,283.26444244384766,18.0,0.0,0.66,11153.2,12551.9,15278.4,15313.9,, None, None, None, None,,,,,
798.5299072265625,C43 H77 O10 N1 P1 ,PS,37.0,3.0,0.0,PS 37:3:0,1.06,0.0,0.0,19625.6,23300.3,283.26444244384766,18.0,0.0,0.66,11153.2,12551.9,15278.4,15313.9,291.2332534790039,19.0,3.0,1.02,1385.3,1297.5,1717.3,1653.0,, None, None, None, None,,,,,
798.5299072265625,C43 H77 O10 N1 P1 ,PS,37.0,3.0,0.0,PS 37:3:0,1.06,0.0,0.0,19625.6,23300.3,281.2487869262696,18.0,1.0,0.65,12325.7,11368.9,18322.0,19055.8,293.2489471435547,19.0,2.0,1.17,2999.7,3099.4,4166.1,4074.8,, None, None, None, None,,,,,
798.5299072265625,C43 H77 O10 N1 P1 ,PS,37.0,3.0,0.0,PS 37:3:0,1.06,0.0,0.0,19625.6,23300.3,279.2331848144531,18.0,2.0,0.82,485.6,617.1,541.5,669.9,295.26438903808594,19.0,1.0,0.45,372.9,452.0,495.3,507.5,, None, None, None, None,,,,,
798.5299072265625,C43 H77 O10 N1 P1 ,PS,37.0,3.0,0.0,PS 37:3:0,1.06,0.0,0.0,19625.6,23300.3,269.24886322021484,17.0,0.0,0.96,3819.4,4050.0,4957.4,5839.4,305.2487487792969,20.0,3.0,0.47,1340.4,1669.4,2453.8,2169.5,, None, None, None, None,,,,,
798.5299072265625,C43 H77 O10 N1 P1 ,PS,37.0,3.0,0.0,PS 37:3:0,1.06,0.0,0.0,19625.6,23300.3,267.23316955566406,17.0,1.0,0.8,175.6,298.1,0.0,0.0,307.2645034790039,20.0,2.0,0.81,418.6,524.8,690.6,497.2,, None, None, None, None,,,,,
800.5458068847656,C43 H79 O10 N1 P1 ,PS,37.0,2.0,0.0,PS 37:2:0,1.37,156370.1,152494.6,202970.9,238486.3,309.28011322021484,20.0,1.0,0.67,2174.7,1971.6,2410.6,2706.2,267.23321533203125,17.0,1.0,0.97,1201.1,1293.6,1812.9,1766.1,, None, None, None, None,,,,,
800.5458068847656,C43 H79 O10 N1 P1 ,PS,37.0,2.0,0.0,PS 37:2:0,1.37,156370.1,152494.6,202970.9,238486.3,307.26446533203125,20.0,2.0,0.68,1525.1,1527.2,1645.0,2422.6,269.24889373779297,17.0,0.0,1.07,3345.4,3704.6,4737.2,5057.1,, None, None, None, None,,,,,
800.5458068847656,C43 H79 O10 N1 P1 ,PS,37.0,2.0,0.0,PS 37:2:0,1.37,156370.1,152494.6,202970.9,238486.3,297.2801284790039,19.0,0.0,0.75,811.8,776.6,793.7,975.0,279.23319244384766,18.0,2.0,0.85,588.0,681.7,1109.3,688.7,, None, None, None, None,,,,,
800.5458068847656,C43 H79 O10 N1 P1 ,PS,37.0,2.0,0.0,PS 37:2:0,1.37,156370.1,152494.6,202970.9,238486.3,295.2643737792969,19.0,1.0,0.4,42829.4,46187.9,58745.2,60507.4,281.2488021850586,18.0,1.0,0.7,48670.7,52148.0,65781.2,68001.9,, None, None, None, None,,,,,
800.5458068847656,C43 H79 O10 N1 P1 ,PS,37.0,2.0,0.0,PS 37:2:0,1.37,156370.1,152494.6,202970.9,238486.3,293.2489700317383,19.0,2.0,1.24,2192.6,2795.4,2964.7,2382.9,283.26446533203125,18.0,0.0,0.74,9879.5,10141.2,12874.7,13619.5,, None, None, None, None,,,,,
800.5458068847656,C43 H79 O10 N1 P1 ,PS,37.0,2.0,0.0,PS 37:2:0,1.37,156370.1,152494.6,202970.9,238486.3,283.26446533203125,18.0,0.0,0.74,9879.5,10141.2,12874.7,13619.5,293.2489700317383,19.0,2.0,1.24,2192.6,2795.4,2964.7,2382.9,, None, None, None, None,,,,,
800.5458068847656,C43 H79 O10 N1 P1 ,PS,37.0,2.0,0.0,PS 37:2:0,1.37,156370.1,152494.6,202970.9,238486.3,281.2488021850586,18.0,1.0,0.7,48670.7,52148.0,65781.2,68001.9,295.2643737792969,19.0,1.0,0.4,42829.4,46187.9,58745.2,60507.4,, None, None, None, None,,,,,
800.5458068847656,C43 H79 O10 N1 P1 ,PS,37.0,2.0,0.0,PS 37:2:0,1.37,156370.1,152494.6,202970.9,238486.3,279.23319244384766,18.0,2.0,0.85,588.0,681.7,1109.3,688.7,297.2801284790039,19.0,0.0,0.75,811.8,776.6,793.7,975.0,, None, None, None, None,,,,,
800.5458068847656,C43 H79 O10 N1 P1 ,PS,37.0,2.0,0.0,PS 37:2:0,1.37,156370.1,152494.6,202970.9,238486.3,269.24889373779297,17.0,0.0,1.07,3345.4,3704.6,4737.2,5057.1,307.26446533203125,20.0,2.0,0.68,1525.1,1527.2,1645.0,2422.6,, None, None, None, None,,,,,
