FA_C,FA_DB,FA_iso,CE,norm_Intensity
18,2,9,27,7.660837571
18,2,9,28,4.952456033
18,2,9,29,2.953044666
18,2,9,30,1.718529985
18,2,9,31,0.959718062
18,2,9,32,0.528111144
18,2,9,33,0.288829199
18,2,9,34,0.063100517
18,2,9,35,0.011491197
18,3,6,10,29.0804191
18,3,6,11,38.59767396
18,3,6,12,49.31507755
18,3,6,13,58.99614134
18,3,6,14,66.94079966
18,3,6,15,72.32273836
18,3,6,16,74.34559922
18,3,6,17,73.15020751
18,3,6,18,69.03205408
18,3,6,19,61.71499671
18,3,6,20,53.67024757
18,3,6,21,45.54661116
18,3,6,22,36.32683334
18,3,6,23,28.37618766
18,3,6,24,20.95380264
18,3,6,25,14.73626106
18,3,6,26,9.933347064
18,3,6,27,6.58077187
18,3,6,28,3.960811558
18,3,6,29,2.409987459
18,3,6,30,1.360381219
18,3,6,31,0.720096964
18,3,6,32,0.375149219
18,3,6,33,0.140674158
18,3,6,34,0.027276115
18,3,6,35,0.003500281
18,4,8,10,29.98687185
18,4,8,11,40.5092698
18,4,8,12,50.78951033
18,4,8,13,60.61316754
18,4,8,14,69.316808
18,4,8,15,74.88656126
18,4,8,16,76.83354389
18,4,8,17,75.38418889
18,4,8,18,72.15975125
18,4,8,19,65.38981746
18,4,8,20,58.05997618
18,4,8,21,48.83045855
18,4,8,22,40.25781244
18,4,8,23,31.1058163
18,4,8,24,23.30057698
18,4,8,25,16.84971661
18,4,8,26,11.42502732
18,4,8,27,7.489879015
18,4,8,28,4.593490163
18,4,8,29,2.629418439
18,4,8,30,1.513097648
18,4,8,31,0.796868426
18,4,8,32,0.423784398
18,4,8,33,0.187020034
18,4,8,34,0.065627812
18,4,8,35,0.012883589
18,4,8,36,0.003811693
20,3,5,10,26.59138302
20,3,5,11,34.9655498
20,3,5,12,45.04060241
20,3,5,13,54.5977741
20,3,5,14,63.74427982
20,3,5,15,69.5485523
20,3,5,16,71.90257242
20,3,5,17,70.84869681
20,3,5,18,67.66763044
20,3,5,19,61.84226699
20,3,5,20,54.76372785
20,3,5,21,47.67694958
20,3,5,22,37.6348169
20,3,5,23,29.69249714
20,3,5,24,22.09369417
20,3,5,25,15.82190739
20,3,5,26,10.86528953
20,3,5,27,6.953855388
20,3,5,28,4.242995656
20,3,5,29,2.346022434
20,3,5,30,1.33066066
20,3,5,31,0.743178247
20,3,5,32,0.358825793
20,3,5,33,0.211365822
20,3,5,34,0.019761793
20,3,11,10,26.99352552
20,3,11,11,36.6793232
20,3,11,12,47.14149046
20,3,11,13,58.28214601
20,3,11,14,67.60748799
20,3,11,15,74.26143346
20,3,11,16,77.66901349
20,3,11,17,78.29699321
20,3,11,18,75.52398924
20,3,11,19,70.10909546
20,3,11,20,63.15700893
20,3,11,21,54.93345422
20,3,11,22,45.76874183
20,3,11,23,36.79769821
20,3,11,24,28.36579267
20,3,11,25,20.89132497
20,3,11,26,14.88911046
20,3,11,27,9.794346121
20,3,11,28,6.351883873
20,3,11,29,3.784214427
20,3,11,30,2.225912791
20,3,11,31,1.240344378
20,3,11,32,0.646045862
20,3,11,33,0.303941807
20,3,11,34,0.111677874
20,3,11,35,0.028220616
20,3,11,36,0.001930715
20,4,5,10,28.58742943
20,4,5,11,39.07544101
20,4,5,12,49.13740352
20,4,5,13,60.46739386
20,4,5,14,69.14282427
20,4,5,15,74.45874853
20,4,5,16,76.93669149
20,4,5,17,75.09836986
20,4,5,18,71.04621862
20,4,5,19,64.05479641
20,4,5,20,56.57056236
20,4,5,21,46.99855963
20,4,5,22,37.81708877
20,4,5,23,28.96966907
20,4,5,24,21.10425918
20,4,5,25,14.75043422
20,4,5,26,9.67511054
20,4,5,27,6.143073043
20,4,5,28,3.705757045
20,4,5,29,2.049238243
20,4,5,30,1.11513012
20,4,5,31,0.581674286
20,4,5,32,0.274697999
20,4,5,33,0.089422448
20,4,5,34,0.00804241
20,4,8,10,25.80251558
20,4,8,11,35.41448378
20,4,8,12,45.49243885
20,4,8,13,55.84093632
20,4,8,14,64.26157624
20,4,8,15,70.57542042
20,4,8,16,73.66150911
20,4,8,17,73.10539607
20,4,8,18,70.13396994
20,4,8,19,65.1892527
20,4,8,20,58.04982973
20,4,8,21,49.33589006
20,4,8,22,41.24303658
20,4,8,23,32.49964696
20,4,8,24,24.62408497
20,4,8,25,17.85028777
20,4,8,26,12.48660309
20,4,8,27,8.08355227
20,4,8,28,4.876868061
20,4,8,29,3.23704804
20,4,8,30,1.80174499
20,4,8,31,0.885395118
20,4,8,32,0.487525132
20,4,8,33,0.261658455
20,4,8,34,0.05838593
20,4,8,35,0.007138211
20,5,5,10,29.11709604
20,5,5,11,38.0562995
20,5,5,12,47.40367534
20,5,5,13,57.12386197
20,5,5,14,64.1528864
20,5,5,15,67.36274402
20,5,5,16,67.56316842
20,5,5,17,66.58407346
20,5,5,18,61.41099111
20,5,5,19,52.82712853
20,5,5,20,44.99666529
20,5,5,21,36.91937415
20,5,5,22,29.57002106
20,5,5,23,22.29632263
20,5,5,24,14.91970709
20,5,5,25,10.4993287
20,5,5,26,6.574543535
20,5,5,27,4.070767079
20,5,5,28,2.459221091
20,5,5,29,1.382937296
20,5,5,30,0.72242868
20,5,5,31,0.370747934
20,5,5,32,0.124286591
20,5,5,33,0.054248716
22,0,0,10,20.9768649
22,0,0,11,28.63147923
22,0,0,12,38.2963458
22,0,0,13,48.49550037
22,0,0,14,59.15540384
22,0,0,15,66.37057223
22,0,0,16,71.5479642
22,0,0,17,73.16566848
22,0,0,18,72.52624153
22,0,0,19,67.88925438
22,0,0,20,61.71794613
22,0,0,21,53.88604864
22,0,0,22,45.32359253
22,0,0,23,37.39391559
22,0,0,24,28.88814506
22,0,0,25,21.90407653
22,0,0,26,16.04429001
22,0,0,27,10.99761292
22,0,0,28,7.013414476
22,0,0,29,4.495485995
22,0,0,30,2.581279935
22,0,0,31,1.492589162
22,0,0,32,0.858747392
22,0,0,33,0.43826557
22,0,0,34,0.203311507
22,0,0,35,0.072867452
22,0,0,36,0.007559879
22,2,13,10,23.59678179
22,2,13,11,32.76292026
22,2,13,12,43.44348856
22,2,13,13,54.11473259
22,2,13,14,64.36601493
22,2,13,15,72.3931881
22,2,13,16,75.25741107
22,2,13,17,77.98285995
22,2,13,18,75.69129361
22,2,13,19,70.53134905
22,2,13,20,64.11842678
22,2,13,21,55.41885559
22,2,13,22,46.73022308
22,2,13,23,37.78065988
22,2,13,24,29.2141394
22,2,13,25,21.78777885
22,2,13,26,15.33430815
22,2,13,27,10.35371982
22,2,13,28,6.667344557
22,2,13,29,4.085499557
22,2,13,30,2.351174614
22,2,13,31,1.352018865
22,2,13,32,0.6855114
22,2,13,33,0.352505502
22,2,13,34,0.165361297
22,2,13,35,0.082758804
22,2,13,36,0.028575402
22,2,13,37,0.003477967
22,3,13,10,25.23542935
22,3,13,11,34.31267387
22,3,13,12,45.0440504
22,3,13,13,55.12277313
22,3,13,14,65.34461621
22,3,13,15,72.35541855
22,3,13,16,77.08738837
22,3,13,17,77.4154561
22,3,13,18,74.08199079
