PRM,EC,CLASS,PRC,PRDB,PROH,SPECIE,PRERR,PRI:240116_PG_FTMSMS-_1.mzXML,PRI:240116_PG_FTMSMS-_2.mzXML,PRI:240116_PG_FTMSMS-_3.mzXML,PRI:240116_PG_FTMSMS-_4.mzXML,FA1M,FA1C,FA1DB,FA1ERR,FA1I:240116_PG_FTMSMS-_1.mzXML,FA1I:240116_PG_FTMSMS-_2.mzXML,FA1I:240116_PG_FTMSMS-_3.mzXML,FA1I:240116_PG_FTMSMS-_4.mzXML,FA2M,FA2C,FA2DB,FA2ERR,FA2I:240116_PG_FTMSMS-_1.mzXML,FA2I:240116_PG_FTMSMS-_2.mzXML,FA2I:240116_PG_FTMSMS-_3.mzXML,FA2I:240116_PG_FTMSMS-_4.mzXML,FACO2M,FACO2I:240116_PG_FTMSMS-_1.mzXML,FACO2I:240116_PG_FTMSMS-_2.mzXML,FACO2I:240116_PG_FTMSMS-_3.mzXML,FACO2I:240116_PG_FTMSMS-_4.mzXML
#NCE,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
###,PGFAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
823.5502471923828,C46 H80 O10 P1 ,PG,40.0,5.0,0.0,PG 40:5:0,0.96,880971.3,1010285.2,992052.0,984320.8,303.2330627441406,20.0,4.0,0.35,33206.9,38016.9,40217.4,44810.9,309.2801055908203,20.0,1.0,0.65,11212.5,11472.3,12530.1,10941.4,, None, None, None, None
823.5502471923828,C46 H80 O10 P1 ,PG,40.0,5.0,0.0,PG 40:5:0,0.96,880971.3,1010285.2,992052.0,984320.8,283.26439666748047,18.0,0.0,0.5,479157.8,505629.4,487740.5,521757.8,329.2488250732422,22.0,5.0,0.67,557770.5,605097.1,634145.2,629881.1,, None, None, None, None
823.5502471923828,C46 H80 O10 P1 ,PG,40.0,5.0,0.0,PG 40:5:0,0.96,880971.3,1010285.2,992052.0,984320.8,281.2487335205078,18.0,1.0,0.46,736619.5,670528.1,677604.9,663772.1,331.2644958496094,22.0,4.0,0.73,21268.2,19981.4,21294.4,24495.6,, None, None, None, None
823.5502471923828,C46 H80 O10 P1 ,PG,40.0,5.0,0.0,PG 40:5:0,0.96,880971.3,1010285.2,992052.0,984320.8,255.23301315307617,16.0,0.0,0.23,260482.2,247841.7,251584.9,229640.2,357.2801742553711,24.0,5.0,0.75,16784.2,14250.1,15176.7,16118.9,, None, None, None, None
###,PGCOCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
###,PGCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
741.4728240966797,C40 H70 O10 P1 ,PG,34.0,4.0,0.0,PG 34:4:0,2.18,69445.6,64074.4,58912.1,78071.6,281.2487487792969,18.0,1.0,0.51,16917.9,19029.2,18476.6,18052.6,249.18600845336917,16.0,3.0,0.01,1256.2,1201.4,1003.4,964.6,205.19565200805664,1398.9,1324.9,1575.9,1238.1
741.4728240966797,C40 H70 O10 P1 ,PG,34.0,4.0,0.0,PG 34:4:0,2.18,69445.6,64074.4,58912.1,78071.6,227.2013816833496,14.0,0.0,-1.2,7134.4,8526.0,8958.7,8616.7,303.23309326171875,20.0,4.0,0.46,15397.6,15850.3,15678.2,16464.6,259.24322509765625,1452.1,1399.1,1692.3,1671.3
743.48828125,C40 H72 O10 P1 ,PG,34.0,3.0,0.0,PG 34:3:0,1.91,1352169.8,1523857.0,1486367.2,1497862.6,255.23301696777344,16.0,0.0,0.24,282974.0,285615.2,293423.4,278918.6,277.2174072265625,18.0,3.0,0.37,715234.1,756466.9,737529.0,771914.1,233.22725296020508,8707.8,5906.0,9812.3,10315.8
757.5034637451172,C41 H74 O10 P1 ,PG,35.0,3.0,0.0,PG 35:3:0,1.26,53796.8,53909.4,52851.0,49505.8,255.23302841186523,16.0,0.0,0.29,9764.9,10495.1,12728.7,10105.8,291.2332229614258,19.0,3.0,0.92,14381.6,15410.7,14421.7,14871.1,247.2430725097656,0.0,400.6,0.0,0.0
767.4876403808594,C42 H72 O10 P1 ,PG,36.0,5.0,0.0,PG 36:5:0,1.02,118578.7,119628.2,151266.0,137817.9,279.2330780029297,18.0,2.0,0.44,47021.1,51366.2,49274.0,53942.2,277.2174072265625,18.0,3.0,0.37,12187.9,14400.3,13434.5,14210.1,233.2272911071777,1198.9,1289.0,1131.9,1364.6
767.4876403808594,C42 H72 O10 P1 ,PG,36.0,5.0,0.0,PG 36:5:0,1.02,118578.7,119628.2,151266.0,137817.9,255.23302841186523,16.0,0.0,0.29,14529.7,15752.1,15935.3,16320.6,301.2174301147461,20.0,5.0,0.41,7255.5,7339.6,7964.9,7535.4,257.22755432128906,2424.2,2289.8,2140.6,2273.6
767.4876403808594,C42 H72 O10 P1 ,PG,36.0,5.0,0.0,PG 36:5:0,1.02,118578.7,119628.2,151266.0,137817.9,253.2173538208008,16.0,1.0,0.19,30954.3,32316.2,32273.0,33223.2,303.2331237792969,20.0,4.0,0.56,54683.1,62011.1,60473.3,62395.7,259.2432327270508,5755.5,5923.2,5839.1,5571.9
767.4876403808594,C42 H72 O10 P1 ,PG,36.0,5.0,0.0,PG 36:5:0,1.02,118578.7,119628.2,151266.0,137817.9,227.20137786865237,14.0,0.0,-1.22,4581.8,5090.0,4650.3,5023.6,329.2488098144531,22.0,5.0,0.62,5585.6,5590.6,5819.8,5710.6,285.2589797973633,1368.0,1444.2,1744.8,1823.1
769.5031890869141,C42 H74 O10 P1 ,PG,36.0,4.0,0.0,PG 36:4:0,0.88,5466998.4,5693317.7,5876194.4,5743785.5,255.2330093383789,16.0,0.0,0.21,2086892.3,2160582.1,2235350.9,2340988.8,303.2331314086914,20.0,4.0,0.58,3984972.6,4327915.1,4211327.5,4522822.9,259.2432174682617,395213.2,411642.0,454620.2,416947.7
