PRM,EC,CLASS,PRC,PRDB,PROH,SPECIE,PRERR,PRI:20180509_PC_brain_01.mzXML,PRI:20180509_PC_brain_02.mzXML,PRI:20180509_PC_brain_03.mzXML,FA1M,FA1C,FA1DB,FA1ERR,FA1I:20180509_PC_brain_01.mzXML,FA1I:20180509_PC_brain_02.mzXML,FA1I:20180509_PC_brain_03.mzXML,FA2M,FA2C,FA2DB,FA2ERR,FA2I:20180509_PC_brain_01.mzXML,FA2I:20180509_PC_brain_02.mzXML,FA2I:20180509_PC_brain_03.mzXML,FACO1M,FACO1I:20180509_PC_brain_01.mzXML,FACO1I:20180509_PC_brain_02.mzXML,FACO1I:20180509_PC_brain_03.mzXML,FACO2M,FACO2I:20180509_PC_brain_01.mzXML,FACO2I:20180509_PC_brain_02.mzXML,FACO2I:20180509_PC_brain_03.mzXML
#NCE,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
###,PCFAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680.450809,H67 C34 N1 O10 P1 ,PC,25.0,0.0,0.0,PC 25:0:0,0.0,952277.6,824375.1,957926.5,199.169535319,12.0,0.0,-4.12,256409.7,204238.3,232820.1,213.18535359700002,13.0,0.0,-3.06,617208.6,504818.1,569609.2,None, None, None, None, None, None, None, None
750.529442626,H77 C39 N1 O10 P1 ,PC,30.0,0.0,0.0,PC 30:0:0,0.51,15995.5,13982.3,18367.8,227.201187134,14.0,0.0,-2.06,8977.4,7595.3,8303.9,255.232874552,16.0,0.0,-0.32,10992.3,9308.7,11090.8,None, None, None, None, None, None, None, None
774.529646077,H77 C41 N1 O10 P1 ,PC,32.0,2.0,0.0,PC 32:2:0,0.76,6963.1,5411.8,7333.8,251.20149739599998,16.0,2.0,-0.63,1501.7,1317.3,1432.9,255.23288981099998,16.0,0.0,-0.26,1746.4,1450.2,1411.1,None, None, None, None, None, None, None, None
774.529646077,H77 C41 N1 O10 P1 ,PC,32.0,2.0,0.0,PC 32:2:0,0.76,6963.1,5411.8,7333.8,253.217188517,16.0,1.0,-0.46,3680.2,3287.8,3359.7,253.217188517,16.0,1.0,-0.46,3680.2,3287.8,3359.7,None, None, None, None, None, None, None, None
776.545149007,H79 C41 N1 O10 P1 ,PC,32.0,1.0,0.0,PC 32:1:0,0.57,204709.5,175368.8,218571.2,227.20119222,14.0,0.0,-2.04,5440.9,4761.6,5143.2,281.248606364,18.0,1.0,0.0,7005.3,6277.7,7041.2,None, None, None, None, None, None, None, None
776.545149007,H79 C41 N1 O10 P1 ,PC,32.0,1.0,0.0,PC 32:1:0,0.57,204709.5,175368.8,218571.2,253.217208862,16.0,1.0,-0.38,121493.5,102185.2,112173.2,255.232844035,16.0,0.0,-0.44,95612.6,81239.4,86451.3,None, None, None, None, None, None, None, None
778.561547118,H81 C41 N1 O10 P1 ,PC,32.0,0.0,0.0,PC 32:0:0,1.53,157445.0,130383.5,169240.0,227.20119730599998,14.0,0.0,-2.01,1701.7,1564.5,1321.6,283.264333089,18.0,0.0,0.27,661.9,709.4,499.9,None, None, None, None, None, None, None, None
778.561547118,H81 C41 N1 O10 P1 ,PC,32.0,0.0,0.0,PC 32:0:0,1.53,157445.0,130383.5,169240.0,255.232854207,16.0,0.0,-0.4,206866.2,178363.7,181552.2,255.232854207,16.0,0.0,-0.4,206866.2,178363.7,181552.2,None, None, None, None, None, None, None, None
800.545372802,H79 C43 N1 O10 P1 ,PC,34.0,3.0,0.0,PC 34:3:0,0.83,5291.0,4394.8,5653.3,251.201416016,16.0,2.0,-0.95,311.3,0.0,0.0,281.248596191,18.0,1.0,-0.03,828.4,603.2,914.6,None, None, None, None, None, None, None, None
800.545372802,H79 C43 N1 O10 P1 ,PC,34.0,3.0,0.0,PC 34:3:0,0.83,5291.0,4394.8,5653.3,253.217183431,16.0,1.0,-0.48,1087.9,735.6,878.4,279.232950846,18.0,2.0,-0.02,1002.3,703.5,787.0,None, None, None, None, None, None, None, None
800.545372802,H79 C43 N1 O10 P1 ,PC,34.0,3.0,0.0,PC 34:3:0,0.83,5291.0,4394.8,5653.3,255.232854207,16.0,0.0,-0.4,1569.5,1095.0,1743.1,277.217295329,18.0,3.0,-0.04,1575.6,1267.3,1504.9,None, None, None, None, None, None, None, None
802.561180908,H81 C43 N1 O10 P1 ,PC,34.0,2.0,0.0,PC 34:2:0,1.02,118785.9,100613.5,126459.3,253.21719869,16.0,1.0,-0.42,29230.6,22985.6,25608.1,281.248616536,18.0,1.0,0.04,32941.0,26277.3,30385.2,None, None, None, None, None, None, None, None
802.561180908,H81 C43 N1 O10 P1 ,PC,34.0,2.0,0.0,PC 34:2:0,1.02,118785.9,100613.5,126459.3,255.232859294,16.0,0.0,-0.38,37370.9,30045.4,33241.0,279.232961019,18.0,2.0,0.02,48056.2,37120.4,42497.4,None, None, None, None, None, None, None, None
802.561180908,H81 C43 N1 O10 P1 ,PC,34.0,2.0,0.0,PC 34:2:0,1.02,118785.9,100613.5,126459.3,267.233032227,17.0,1.0,0.29,0.0,293.8,0.0,267.233032227,17.0,1.0,0.29,0.0,293.8,0.0,None, None, None, None, None, None, None, None
804.576622802,H83 C43 N1 O10 P1 ,PC,34.0,1.0,0.0,PC 34:1:0,0.76,2596291.0,2174659.9,2759513.1,253.217213949,16.0,1.0,-0.36,42775.6,31447.2,33141.9,283.264282227,18.0,0.0,0.09,17551.9,13587.3,14002.2,None, None, None, None, None, None, None, None
804.576622802,H83 C43 N1 O10 P1 ,PC,34.0,1.0,0.0,PC 34:1:0,0.76,2596291.0,2174659.9,2759513.1,255.23286438,16.0,0.0,-0.36,1268445.0,966175.6,1104861.5,281.248626709,18.0,1.0,0.08,2191408.6,1667952.2,1805168.6,None, None, None, None, None, None, None, None
826.561099527,H81 C45 N1 O10 P1 ,PC,36.0,4.0,0.0,PC 36:4:0,0.9,161807.6,134571.9,172322.6,255.23286946599998,16.0,0.0,-0.34,60269.4,46604.9,52409.7,303.233032227,20.0,4.0,0.25,62850.6,46302.8,52828.1,None, None, None, None, None, None, None, None
826.561099527,H81 C45 N1 O10 P1 ,PC,36.0,4.0,0.0,PC 36:4:0,0.9,161807.6,134571.9,172322.6,279.232950846,18.0,2.0,-0.02,582.6,574.4,580.3,279.232950846,18.0,2.0,-0.02,582.6,574.4,580.3,None, None, None, None, None, None, None, None
828.577395914,H83 C45 N1 O10 P1 ,PC,36.0,3.0,0.0,PC 36:3:0,1.67,37351.4,31031.5,40173.7,253.217203776,16.0,1.0,-0.4,505.0,394.8,372.9,307.264282227,20.0,2.0,0.09,0.0,0.0,308.3,None, None, None, None, None, None, None, None
828.577395914,H83 C45 N1 O10 P1 ,PC,36.0,3.0,0.0,PC 36:3:0,1.67,37351.4,31031.5,40173.7,255.232854207,16.0,0.0,-0.4,14627.8,12070.2,12776.6,305.248677572,20.0,3.0,0.24,14870.2,12522.2,12221.8,None, None, None, None, None, None, None, None
828.577395914,H83 C45 N1 O10 P1 ,PC,36.0,3.0,0.0,PC 36:3:0,1.67,37351.4,31031.5,40173.7,277.217208862,18.0,3.0,-0.35,445.2,0.0,355.5,283.264312744,18.0,0.0,0.2,0.0,325.0,0.0,None, None, None, None, None, None, None, None
828.577395914,H83 C45 N1 O10 P1 ,PC,36.0,3.0,0.0,PC 36:3:0,1.67,37351.4,31031.5,40173.7,279.232940674,18.0,2.0,-0.05,10296.9,8650.0,9863.8,281.248606364,18.0,1.0,0.0,11002.6,9509.6,9514.6,None, None, None, None, None, None, None, None
830.592451253,H85 C45 N1 O10 P1 ,PC,36.0,2.0,0.0,PC 36:2:0,0.95,328741.9,279618.4,354974.5,253.217219035,16.0,1.0,-0.34,2655.8,2006.4,2794.4,309.27999877900004,20.0,1.0,0.3,2810.5,1677.5,1718.3,None, None, None, None, None, None, None, None
830.592451253,H85 C45 N1 O10 P1 ,PC,36.0,2.0,0.0,PC 36:2:0,0.95,328741.9,279618.4,354974.5,255.232859294,16.0,0.0,-0.38,18045.2,14843.8,17691.7,307.264363607,20.0,2.0,0.35,15231.2,12967.0,13608.7,None, None, None, None, None, None, None, None
830.592451253,H85 C45 N1 O10 P1 ,PC,36.0,2.0,0.0,PC 36:2:0,0.95,328741.9,279618.4,354974.5,279.233001709,18.0,2.0,0.17,51217.2,37168.7,41959.0,283.264241536,18.0,0.0,-0.05,18560.5,14799.1,17769.1,None, None, None, None, None, None, None, None
830.592451253,H85 C45 N1 O10 P1 ,PC,36.0,2.0,0.0,PC 36:2:0,0.95,328741.9,279618.4,354974.5,281.248616536,18.0,1.0,0.04,372124.0,285742.1,314928.0,281.248616536,18.0,1.0,0.04,372124.0,285742.1,314928.0,None, None, None, None, None, None, None, None
832.607913492,H87 C45 N1 O10 P1 ,PC,36.0,1.0,0.0,PC 36:1:0,0.73,1289400.5,1073807.5,1395991.3,255.23286438,16.0,0.0,-0.36,59097.8,46564.0,46370.2,309.280049642,20.0,1.0,0.47,51660.3,42547.0,45318.4,None, None, None, None, None, None, None, None
832.607913492,H87 C45 N1 O10 P1 ,PC,36.0,1.0,0.0,PC 36:1:0,0.73,1289400.5,1073807.5,1395991.3,281.248647054,18.0,1.0,0.15,1261524.0,1009670.2,1002957.3,283.264261882,18.0,0.0,0.02,479533.1,373829.9,365230.5,None, None, None, None, None, None, None, None
850.560733316,H81 C47 N1 O10 P1 ,PC,38.0,6.0,0.0,PC 38:6:0,0.44,75781.3,65690.9,78922.8,255.23286438,16.0,0.0,-0.36,40149.2,31872.2,33971.2,327.233052572,22.0,6.0,0.3,5922.0,4750.4,4440.8,None, None, None, None, None, None, None, None
852.577029703,H83 C47 N1 O10 P1 ,PC,38.0,5.0,0.0,PC 38:5:0,1.2,71244.6,59081.7,75822.6,255.232874552,16.0,0.0,-0.32,20640.6,16167.3,19160.2,329.248697917,22.0,5.0,0.28,6393.8,6106.4,6056.2,None, None, None, None, None, None, None, None
852.577029703,H83 C47 N1 O10 P1 ,PC,38.0,5.0,0.0,PC 38:5:0,1.2,71244.6,59081.7,75822.6,281.248626709,18.0,1.0,0.08,12660.3,10239.0,12182.2,303.233032227,20.0,4.0,0.25,12147.4,9873.1,11117.4,None, None, None, None, None, None, None, None
854.592085042,H85 C47 N1 O10 P1 ,PC,38.0,4.0,0.0,PC 38:4:0,0.5,207714.0,173442.3,223624.9,255.232859294,16.0,0.0,-0.38,15736.7,13126.2,13919.0,331.26437377900004,22.0,4.0,0.36,20534.1,16304.5,16422.4,None, None, None, None, None, None, None, None
854.592085042,H85 C47 N1 O10 P1 ,PC,38.0,4.0,0.0,PC 38:4:0,0.5,207714.0,173442.3,223624.9,281.248647054,18.0,1.0,0.15,2787.7,2821.9,3173.5,305.248718262,20.0,3.0,0.37,3243.9,2359.2,2604.0,None, None, None, None, None, None, None, None
854.592085042,H85 C47 N1 O10 P1 ,PC,38.0,4.0,0.0,PC 38:4:0,0.5,207714.0,173442.3,223624.9,283.264292399,18.0,0.0,0.13,62895.9,50334.2,53380.2,303.233011882,20.0,4.0,0.19,65022.7,54381.8,57735.6,None, None, None, None, None, None, None, None
856.601932047,H87 C47 N1 O10 P1 ,PC,38.0,3.0,0.0,PC 38:3:0,-6.28,-1.8,-1.8,-1.8,255.232884725,16.0,0.0,-0.28,1907.5,1521.2,2092.1,333.28001912400003,22.0,3.0,0.34,2084.1,1590.2,2181.1,None, None, None, None, None, None, None, None
856.601932047,H87 C47 N1 O10 P1 ,PC,38.0,3.0,0.0,PC 38:3:0,-6.28,-1.8,-1.8,-1.8,279.232961019,18.0,2.0,0.02,1038.5,751.1,961.9,309.28001912400003,20.0,1.0,0.37,342.2,479.2,277.0,None, None, None, None, None, None, None, None
856.601932047,H87 C47 N1 O10 P1 ,PC,38.0,3.0,0.0,PC 38:3:0,-6.28,-1.8,-1.8,-1.8,281.248636882,18.0,1.0,0.11,4827.9,3861.5,5014.5,307.26441446900003,20.0,2.0,0.52,3263.6,2499.6,2019.7,None, None, None, None, None, None, None, None
856.601932047,H87 C47 N1 O10 P1 ,PC,38.0,3.0,0.0,PC 38:3:0,-6.28,-1.8,-1.8,-1.8,283.264302572,18.0,0.0,0.17,5777.8,5000.7,5197.4,305.248697917,20.0,3.0,0.3,14302.6,12189.3,12060.1,None, None, None, None, None, None, None, None
858.623477457,H89 C47 N1 O10 P1 ,PC,38.0,2.0,0.0,PC 38:2:0,0.6,40697.2,34885.3,43763.3,253.21723938,16.0,1.0,-0.26,296.3,269.2,0.0,337.31137085,22.0,1.0,0.49,827.4,1046.0,857.5,None, None, None, None, None, None, None, None
858.623477457,H89 C47 N1 O10 P1 ,PC,38.0,2.0,0.0,PC 38:2:0,0.6,40697.2,34885.3,43763.3,255.23288981099998,16.0,0.0,-0.26,1750.9,1587.7,1435.2,335.29575602200003,22.0,2.0,0.6,2207.4,2016.3,2055.9,None, None, None, None, None, None, None, None
858.623477457,H89 C47 N1 O10 P1 ,PC,38.0,2.0,0.0,PC 38:2:0,0.6,40697.2,34885.3,43763.3,281.248636882,18.0,1.0,0.11,25050.3,22843.1,27377.4,309.280059814,20.0,1.0,0.5,17398.3,13956.8,14509.8,None, None, None, None, None, None, None, None
858.623477457,H89 C47 N1 O10 P1 ,PC,38.0,2.0,0.0,PC 38:2:0,0.6,40697.2,34885.3,43763.3,283.264312744,18.0,0.0,0.2,3215.2,2833.4,4264.7,307.264363607,20.0,2.0,0.35,9206.8,7229.2,8027.4,None, None, None, None, None, None, None, None
860.639651773,H91 C47 N1 O10 P1 ,PC,38.0,1.0,0.0,PC 38:1:0,1.21,38280.9,30845.7,41577.0,255.232859294,16.0,0.0,-0.38,2517.4,2319.1,2856.4,337.31141154,22.0,1.0,0.61,5128.8,3670.9,4884.0,None, None, None, None, None, None, None, None
860.639651773,H91 C47 N1 O10 P1 ,PC,38.0,1.0,0.0,PC 38:1:0,1.21,38280.9,30845.7,41577.0,281.248636882,18.0,1.0,0.11,7270.2,6805.0,7401.1,311.295674642,20.0,0.0,0.38,3642.8,3138.2,2944.7,None, None, None, None, None, None, None, None
860.639651773,H91 C47 N1 O10 P1 ,PC,38.0,1.0,0.0,PC 38:1:0,1.21,38280.9,30845.7,41577.0,283.264302572,18.0,0.0,0.17,11622.0,9525.9,10846.2,309.28003946900003,20.0,1.0,0.43,31733.2,25563.2,25986.4,None, None, None, None, None, None, None, None
876.576602457,H83 C49 N1 O10 P1 ,PC,40.0,7.0,0.0,PC 40:7:0,0.68,10957.5,10437.4,12787.3,281.248636882,18.0,1.0,0.11,8617.9,7442.3,7544.0,327.233083089,22.0,6.0,0.39,541.3,441.4,432.6,None, None, None, None, None, None, None, None
878.592105387,H85 C49 N1 O10 P1 ,PC,40.0,6.0,0.0,PC 40:6:0,0.51,53583.1,45417.5,59343.5,281.248636882,18.0,1.0,0.11,10485.7,10082.9,11223.3,329.248687744,22.0,5.0,0.25,470.0,365.6,0.0,None, None, None, None, None, None, None, None
878.592105387,H85 C49 N1 O10 P1 ,PC,40.0,6.0,0.0,PC 40:6:0,0.51,53583.1,45417.5,59343.5,283.264312744,18.0,0.0,0.2,19544.9,18301.3,18485.7,327.233072917,22.0,6.0,0.36,3199.4,3439.3,3001.4,None, None, None, None, None, None, None, None
880.608666259,H87 C49 N1 O10 P1 ,PC,40.0,5.0,0.0,PC 40:5:0,1.54,24595.8,21600.1,27386.8,281.248647054,18.0,1.0,0.15,2858.2,2639.5,3574.2,331.264383952,22.0,4.0,0.39,2409.8,1540.2,1560.5,None, None, None, None, None, None, None, None
880.608666259,H87 C49 N1 O10 P1 ,PC,40.0,5.0,0.0,PC 40:5:0,1.54,24595.8,21600.1,27386.8,283.264312744,18.0,0.0,0.2,8222.7,5740.9,6911.5,329.24874877900004,22.0,5.0,0.44,3479.4,3563.6,4167.6,None, None, None, None, None, None, None, None
880.608666259,H87 C49 N1 O10 P1 ,PC,40.0,5.0,0.0,PC 40:5:0,1.54,24595.8,21600.1,27386.8,303.233001709,20.0,4.0,0.15,957.0,866.4,935.4,309.280059814,20.0,1.0,0.5,1163.7,465.0,728.9,None, None, None, None, None, None, None, None
882.623965738,H89 C49 N1 O10 P1 ,PC,40.0,4.0,0.0,PC 40:4:0,1.14,29121.7,23004.0,31851.6,255.23286946599998,16.0,0.0,-0.34,1691.0,1183.5,1458.4,359.295766195,24.0,4.0,0.59,2237.0,1898.5,2250.1,None, None, None, None, None, None, None, None
882.623965738,H89 C49 N1 O10 P1 ,PC,40.0,4.0,0.0,PC 40:4:0,1.14,29121.7,23004.0,31851.6,283.264312744,18.0,0.0,0.2,9905.1,9029.6,9932.4,331.26441446900003,22.0,4.0,0.48,16115.9,12260.2,15025.8,None, None, None, None, None, None, None, None
884.634768961,H91 C49 N1 O10 P1 ,PC,40.0,3.0,0.0,PC 40:3:0,-4.34,0.0,0.0,-1.8,255.232849121,16.0,0.0,-0.42,0.0,394.2,461.4,361.31150309199995,24.0,3.0,0.82,627.3,558.3,519.2,None, None, None, None, None, None, None, None
884.634768961,H91 C49 N1 O10 P1 ,PC,40.0,3.0,0.0,PC 40:3:0,-4.34,0.0,0.0,-1.8,281.248657227,18.0,1.0,0.18,538.1,316.6,877.1,335.29577636700003,22.0,2.0,0.66,596.7,462.3,505.7,None, None, None, None, None, None, None, None
884.634768961,H91 C49 N1 O10 P1 ,PC,40.0,3.0,0.0,PC 40:3:0,-4.34,0.0,0.0,-1.8,283.264302572,18.0,0.0,0.17,1333.5,1589.6,1371.0,333.280069987,22.0,3.0,0.49,2718.9,2146.2,2246.4,None, None, None, None, None, None, None, None
886.654646077,H93 C49 N1 O10 P1 ,PC,40.0,2.0,0.0,PC 40:2:0,0.44,8072.7,6131.1,8565.1,281.248657227,18.0,1.0,0.18,3623.3,3371.8,3246.0,337.31141154,22.0,1.0,0.61,3783.1,3248.8,3180.6,None, None, None, None, None, None, None, None
886.654646077,H93 C49 N1 O10 P1 ,PC,40.0,2.0,0.0,PC 40:2:0,0.44,8072.7,6131.1,8565.1,283.264292399,18.0,0.0,0.13,870.4,715.7,662.8,335.29578654,22.0,2.0,0.69,2461.7,2032.4,1868.6,None, None, None, None, None, None, None, None
886.654646077,H93 C49 N1 O10 P1 ,PC,40.0,2.0,0.0,PC 40:2:0,0.44,8072.7,6131.1,8565.1,309.280049642,20.0,1.0,0.47,1561.7,1209.0,1524.6,309.280049642,20.0,1.0,0.47,1561.7,1209.0,1524.6,None, None, None, None, None, None, None, None
922.560936767,H81 C53 N1 O10 P1 ,PC,44.0,12.0,0.0,PC 44:12:0,0.63,552981.8,463698.0,584973.5,327.233083089,22.0,6.0,0.39,50191.1,39558.3,45516.7,327.233083089,22.0,6.0,0.39,50191.1,39558.3,45516.7,None, None, None, None, None, None, None, None
946.748497802,H105 C53 N1 O10 P1 ,PC,44.0,0.0,0.0,PC 44:0:0,0.36,553820.1,481586.7,617637.0,339.326822917,22.0,0.0,-0.1,972701.5,810835.1,805181.6,339.326822917,22.0,0.0,-0.1,972701.5,810835.1,805181.6,None, None, None, None, None, None, None, None
###,PCCOCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
922.560936767,H81 C53 N1 O10 P1 ,PC,44.0,12.0,0.0,PC 44:12:0,0.63,552981.8,463698.0,584973.5,327.233083089,22.0,6.0,0.39,50191.1,39558.3,45516.7,327.233083089,22.0,6.0,0.39,50191.1,39558.3,45516.7,283.243204753,44748.6,38033.5,41054.6,283.243204753,44748.6,38033.5,41054.6
###,PCCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
826.561099527,H81 C45 N1 O10 P1 ,PC,36.0,4.0,0.0,PC 36:4:0,0.9,161807.6,134571.9,172322.6,255.23286946599998,16.0,0.0,-0.34,60269.4,46604.9,52409.7,303.233032227,20.0,4.0,0.25,62850.6,46302.8,52828.1,None, None, None, None, 259.243092855,7496.0,5344.9,6057.2
850.560733316,H81 C47 N1 O10 P1 ,PC,38.0,6.0,0.0,PC 38:6:0,0.44,75781.3,65690.9,78922.8,255.23286438,16.0,0.0,-0.36,40149.2,31872.2,33971.2,327.233052572,22.0,6.0,0.3,5922.0,4750.4,4440.8,None, None, None, None, 283.243184408,4637.3,3622.6,4123.9
852.577029703,H83 C47 N1 O10 P1 ,PC,38.0,5.0,0.0,PC 38:5:0,1.2,71244.6,59081.7,75822.6,281.248626709,18.0,1.0,0.08,12660.3,10239.0,12182.2,303.233032227,20.0,4.0,0.25,12147.4,9873.1,11117.4,None, None, None, None, 259.243052165,1199.7,871.0,1206.8
852.577029703,H83 C47 N1 O10 P1 ,PC,38.0,5.0,0.0,PC 38:5:0,1.2,71244.6,59081.7,75822.6,255.232874552,16.0,0.0,-0.32,20640.6,16167.3,19160.2,329.248697917,22.0,5.0,0.28,6393.8,6106.4,6056.2,None, None, None, None, 285.258850098,2342.8,1730.5,2176.9
854.592085042,H85 C47 N1 O10 P1 ,PC,38.0,4.0,0.0,PC 38:4:0,0.5,207714.0,173442.3,223624.9,283.264292399,18.0,0.0,0.13,62895.9,50334.2,53380.2,303.233011882,20.0,4.0,0.19,65022.7,54381.8,57735.6,None, None, None, None, 259.243082682,7421.8,6547.2,6630.5
854.592085042,H85 C47 N1 O10 P1 ,PC,38.0,4.0,0.0,PC 38:4:0,0.5,207714.0,173442.3,223624.9,255.232859294,16.0,0.0,-0.38,15736.7,13126.2,13919.0,331.26437377900004,22.0,4.0,0.36,20534.1,16304.5,16422.4,None, None, None, None, 287.274475098,758.2,0.0,0.0
878.592105387,H85 C49 N1 O10 P1 ,PC,40.0,6.0,0.0,PC 40:6:0,0.51,53583.1,45417.5,59343.5,283.264312744,18.0,0.0,0.2,19544.9,18301.3,18485.7,327.233072917,22.0,6.0,0.36,3199.4,3439.3,3001.4,None, None, None, None, 283.243204753,3011.8,2822.4,3514.1
880.608666259,H87 C49 N1 O10 P1 ,PC,40.0,5.0,0.0,PC 40:5:0,1.54,24595.8,21600.1,27386.8,283.264312744,18.0,0.0,0.2,8222.7,5740.9,6911.5,329.24874877900004,22.0,5.0,0.44,3479.4,3563.6,4167.6,None, None, None, None, 285.258870443,1477.8,1141.9,1007.7
882.623965738,H89 C49 N1 O10 P1 ,PC,40.0,4.0,0.0,PC 40:4:0,1.14,29121.7,23004.0,31851.6,283.264312744,18.0,0.0,0.2,9905.1,9029.6,9932.4,331.26441446900003,22.0,4.0,0.48,16115.9,12260.2,15025.8,None, None, None, None, 287.274597168,359.5,0.0,0.0
922.560936767,H81 C53 N1 O10 P1 ,PC,44.0,12.0,0.0,PC 44:12:0,0.63,552981.8,463698.0,584973.5,327.233083089,22.0,6.0,0.39,50191.1,39558.3,45516.7,327.233083089,22.0,6.0,0.39,50191.1,39558.3,45516.7,None, None, None, None, 283.243204753,44748.6,38033.5,41054.6
